transaction_id,user_id,timestamp,amount,merchant_id,device_id,city,hour,device_change,geo_change,fraud_flag
31656,user_510,2025-12-09 18:45:00,3437.113343565555,merchant_210,device_2998,Kolkata,18,0,0,0
31657,user_1094,2025-05-13 16:05:00,6565.849930446905,merchant_205,device_2038,Mumbai,16,0,0,0
31658,user_1488,2025-08-04 19:16:00,1207.2127624673026,merchant_448,device_1491,Hyderabad,19,0,0,0
31659,user_249,2025-06-22 07:38:00,1272.9155455147545,merchant_341,device_1545,Pune,7,0,0,0
31660,user_400,2025-07-24 19:47:00,570.5867136092626,merchant_313,device_992,Chennai,19,1,0,0
31661,user_1746,2025-06-18 05:02:00,581.8372343810522,merchant_353,device_776,Delhi,5,0,0,0
31662,user_368,2025-06-09 04:22:00,10.0,merchant_61,device_1539,Delhi,4,1,0,0
31663,user_1739,2025-03-20 03:09:00,1848.1744520285306,merchant_155,device_2924,Hyderabad,3,0,1,0
31664,user_1407,2025-03-09 18:23:00,266.32136723447263,merchant_391,device_2761,Kolkata,18,0,0,0
31665,user_1269,2025-08-10 20:04:00,667.6530038825993,merchant_387,device_1189,Pune,20,0,0,0
31666,user_1468,2025-07-21 09:14:00,105.48964071450656,merchant_294,device_1204,Hyderabad,9,0,0,0
31667,user_311,2025-03-15 00:35:00,4444.392931431613,merchant_464,device_1819,Pune,0,0,0,0
31668,user_278,2025-11-04 10:48:00,285.23405694684124,merchant_309,device_2909,Mumbai,10,0,0,0
31669,user_261,2025-06-30 19:13:00,2597.949230541133,merchant_471,device_1912,Chennai,19,0,0,0
31670,user_1684,2025-02-27 07:29:00,16.78334326727248,merchant_295,device_1373,Hyderabad,7,0,0,0
31671,user_1661,2025-11-13 22:19:00,724.0911405311057,merchant_46,device_1370,Hyderabad,22,0,1,0
31672,user_1702,2025-04-23 02:51:00,3700.949307661755,merchant_306,device_2432,Kolkata,2,0,0,0
31673,user_1907,2025-05-20 19:17:00,500.0833425505029,merchant_366,device_2274,Chennai,19,1,0,0
31674,user_1654,2025-09-19 10:27:00,6692.890014110796,merchant_88,device_2824,Kolkata,10,0,0,0
31675,user_815,2025-09-02 15:31:00,2388.835960915185,merchant_232,device_383,Hyderabad,15,0,0,0
31676,user_1496,2025-06-16 19:48:00,2032.4510999103954,merchant_80,device_402,Chennai,19,0,0,0
31677,user_738,2025-07-11 02:15:00,958.3324633059419,merchant_297,device_1105,Delhi,2,0,0,0
31678,user_278,2025-09-11 21:16:00,1409.5218010586048,merchant_494,device_300,Delhi,21,0,0,0
31679,user_521,2025-12-01 06:35:00,404.1651088465348,merchant_220,device_1746,Delhi,6,0,0,0
31680,user_651,2025-04-01 12:45:00,1051.835628253154,merchant_365,device_467,Kolkata,12,0,0,0
31681,user_1838,2025-07-05 15:05:00,2733.2709863475757,merchant_453,device_1981,Bangalore,15,0,0,0
31682,user_835,2025-02-08 02:30:00,166.68127857301897,merchant_490,device_1116,Delhi,2,0,0,0
31683,user_153,2025-03-05 01:55:00,420.0329539216761,merchant_364,device_1400,Hyderabad,1,0,0,0
31684,user_1161,2025-12-05 04:19:00,2125.524594973222,merchant_85,device_2277,Hyderabad,4,0,0,0
31685,user_408,2025-01-05 01:19:00,50.25267438048967,merchant_387,device_458,Chennai,1,0,0,0
31686,user_1347,2025-03-29 22:57:00,1099.5007395620341,merchant_161,device_259,Bangalore,22,0,1,1
31687,user_1425,2025-05-15 18:22:00,2407.368696037186,merchant_428,device_1520,Mumbai,18,0,1,0
31688,user_98,2025-08-07 21:38:00,701.27256422478,merchant_1,device_1451,Chennai,21,0,0,0
31689,user_65,2025-04-12 08:52:00,1185.95430057853,merchant_449,device_2883,Pune,8,0,0,0
31690,user_145,2025-11-03 17:46:00,168.6464890113966,merchant_88,device_159,Kolkata,17,0,0,1
31691,user_343,2025-06-15 13:21:00,2358.568868852004,merchant_361,device_1140,Mumbai,13,0,0,0
31692,user_141,2025-03-15 22:36:00,763.9190595437013,merchant_2,device_154,Delhi,22,0,0,0
31693,user_1161,2025-04-01 11:23:00,2567.3688687389235,merchant_493,device_406,Delhi,11,0,0,0
31694,user_492,2025-07-21 03:57:00,724.9129067894818,merchant_496,device_1747,Mumbai,3,0,0,0
31695,user_975,2025-07-25 13:54:00,960.3433423867979,merchant_312,device_2708,Chennai,13,0,0,0
31696,user_1783,2025-11-30 19:03:00,486.0039852318758,merchant_369,device_1026,Bangalore,19,0,0,0
31697,user_219,2025-08-04 15:51:00,4226.2497302369475,merchant_201,device_836,Delhi,15,0,0,0
31698,user_1402,2025-01-13 20:15:00,4214.1484113308425,merchant_144,device_1133,Chennai,20,0,0,0
31699,user_220,2025-11-03 13:35:00,482.19443007747316,merchant_390,device_953,Chennai,13,0,0,0
31700,user_1097,2025-03-26 10:05:00,3301.651560840191,merchant_75,device_1057,Chennai,10,0,0,0
31701,user_1958,2025-03-06 14:24:00,215.40861683297044,merchant_175,device_608,Bangalore,14,0,0,0
31702,user_1131,2025-10-23 12:47:00,4172.557546701903,merchant_93,device_1218,Kolkata,12,0,0,0
31703,user_1832,2025-10-13 15:51:00,2590.0268770479515,merchant_498,device_937,Chennai,15,0,0,0
31704,user_1930,2025-05-10 01:14:00,965.7763285854842,merchant_170,device_2715,Bangalore,1,0,0,0
31705,user_1619,2025-03-05 10:36:00,3705.9203472800195,merchant_323,device_1186,Chennai,10,0,0,0
31706,user_358,2025-01-15 09:28:00,864.2939271135571,merchant_394,device_2101,Hyderabad,9,0,1,0
31707,user_137,2025-11-13 03:03:00,1314.8712416236654,merchant_249,device_2392,Chennai,3,0,0,0
31708,user_1639,2025-06-14 01:52:00,245.8513758564684,merchant_262,device_101,Bangalore,1,0,0,0
31709,user_1543,2025-02-27 15:29:00,2571.8209399884036,merchant_183,device_2637,Pune,15,1,0,0
31710,user_1546,2025-03-16 09:55:00,4766.682007871012,merchant_178,device_561,Pune,9,0,0,0
31711,user_367,2025-03-26 13:19:00,1676.5984144415984,merchant_65,device_2268,Pune,13,0,0,0
31712,user_197,2025-01-08 14:45:00,618.9631913426527,merchant_284,device_2815,Mumbai,14,0,0,0
31713,user_1410,2025-09-09 19:55:00,2230.6407613489655,merchant_446,device_1376,Bangalore,19,0,0,0
31714,user_368,2025-04-25 09:31:00,203.6724240478168,merchant_75,device_1839,Kolkata,9,1,0,0
31715,user_1873,2025-07-11 20:28:00,1025.741688212998,merchant_262,device_2156,Chennai,20,0,0,0
31716,user_1977,2025-10-01 00:49:00,4315.018752179444,merchant_217,device_1773,Hyderabad,0,0,0,0
31717,user_426,2025-06-08 12:01:00,2876.611925954646,merchant_346,device_2162,Chennai,12,0,0,0
31718,user_1969,2025-07-09 09:34:00,9115.444815467565,merchant_183,device_73,Hyderabad,9,0,0,0
31719,user_883,2025-01-16 11:09:00,1584.640389211899,merchant_420,device_1157,Chennai,11,0,0,0
31720,user_121,2025-05-31 04:28:00,743.7229998187347,merchant_209,device_845,Kolkata,4,0,0,0
31721,user_1607,2025-07-25 09:32:00,248.98910510595573,merchant_27,device_2090,Pune,9,0,0,0
31722,user_25,2025-02-22 12:30:00,356.66892961975475,merchant_343,device_1779,Chennai,12,0,0,0
31723,user_1574,2025-07-13 10:47:00,370.9255411444132,merchant_17,device_1584,Chennai,10,0,0,0
31724,user_1157,2025-11-04 14:34:00,1185.9385877352272,merchant_481,device_2016,Kolkata,14,0,0,0
31725,user_1296,2025-02-16 21:36:00,524.179949358203,merchant_85,device_575,Delhi,21,0,0,0
31726,user_1382,2025-06-24 02:59:00,1209.3920437106756,merchant_7,device_1329,Mumbai,2,0,0,0
31727,user_982,2025-02-10 20:50:00,84.48558969759048,merchant_154,device_2718,Bangalore,20,0,0,0
31728,user_1576,2025-07-06 09:21:00,721.2919456977402,merchant_310,device_2271,Bangalore,9,0,0,0
31729,user_584,2025-07-26 07:15:00,4988.540437251752,merchant_497,device_2010,Hyderabad,7,0,0,0
31730,user_873,2025-09-20 20:33:00,209.19041468448103,merchant_204,device_285,Bangalore,20,0,0,0
31731,user_807,2025-06-09 01:38:00,188.06929867120752,merchant_203,device_2864,Pune,1,0,0,0
31732,user_1408,2025-01-13 02:37:00,619.3069612959074,merchant_216,device_1394,Bangalore,2,0,0,0
31733,user_1498,2025-08-14 06:13:00,3891.7738733365372,merchant_424,device_1924,Hyderabad,6,0,0,0
31734,user_1570,2025-03-20 14:47:00,2981.831503858918,merchant_59,device_2095,Mumbai,14,0,1,0
31735,user_1063,2025-10-17 14:31:00,2061.194915402947,merchant_375,device_1172,Kolkata,14,0,0,0
31736,user_413,2025-06-11 06:05:00,76.46938700089844,merchant_429,device_703,Kolkata,6,0,0,0
31737,user_1249,2025-10-28 04:40:00,1512.2648983542515,merchant_19,device_1229,Kolkata,4,0,0,0
31738,user_1481,2025-07-11 08:37:00,5510.626024676357,merchant_186,device_997,Chennai,8,0,0,0
31739,user_1660,2025-08-10 02:13:00,2258.4936783802605,merchant_209,device_1981,Delhi,2,0,0,0
31740,user_1094,2025-03-16 10:22:00,3928.895840543064,merchant_164,device_687,Chennai,10,0,1,0
31741,user_1803,2025-10-05 23:38:00,742.5761575985186,merchant_103,device_2127,Kolkata,23,1,0,0
31742,user_1327,2025-12-01 05:47:00,2317.6819496620187,merchant_125,device_787,Kolkata,5,0,0,0
31743,user_878,2025-04-13 22:07:00,1424.3906530550328,merchant_131,device_2581,Pune,22,0,0,0
31744,user_1041,2025-04-05 02:02:00,1829.1280362284238,merchant_360,device_143,Chennai,2,0,0,0
31745,user_1232,2025-11-16 07:36:00,1199.5892702335498,merchant_311,device_1267,Hyderabad,7,0,0,1
31746,user_877,2025-03-10 00:43:00,1444.4555253555125,merchant_14,device_2667,Bangalore,0,0,0,0
31747,user_182,2025-04-26 01:03:00,2980.086163080725,merchant_355,device_2868,Kolkata,1,0,0,0
31748,user_1357,2025-06-12 23:29:00,5201.957870054,merchant_95,device_2832,Kolkata,23,0,0,0
31749,user_493,2025-05-25 17:54:00,1135.2540683595867,merchant_301,device_1230,Pune,17,1,0,0
31750,user_481,2025-10-29 23:00:00,1007.8588297343796,merchant_202,device_367,Hyderabad,23,0,1,0
31751,user_1845,2025-04-30 11:35:00,1625.3739198036074,merchant_117,device_621,Kolkata,11,0,0,0
31752,user_1872,2025-09-26 15:54:00,13325.665932943535,merchant_129,device_1977,Chennai,15,0,0,0
31753,user_648,2025-08-08 17:04:00,5289.061797168845,merchant_370,device_400,Mumbai,17,0,0,0
31754,user_1251,2025-02-10 15:06:00,411.22821422802673,merchant_425,device_442,Pune,15,0,0,0
31755,user_1008,2025-09-09 08:01:00,6299.862496073025,merchant_388,device_36,Delhi,8,0,1,0
31756,user_1613,2025-07-06 11:06:00,132.90819371932983,merchant_493,device_2435,Mumbai,11,0,0,0
31757,user_1468,2025-06-30 14:51:00,1131.3088487500381,merchant_369,device_2076,Kolkata,14,0,1,0
31758,user_24,2025-11-24 15:37:00,2129.6533213773746,merchant_126,device_35,Delhi,15,0,0,0
31759,user_289,2025-09-29 03:32:00,6476.922072550171,merchant_275,device_2924,Hyderabad,3,0,0,0
31760,user_514,2025-04-02 12:52:00,5272.486834648429,merchant_372,device_820,Bangalore,12,0,1,0
31761,user_551,2025-01-26 05:44:00,834.3424837138119,merchant_86,device_2240,Hyderabad,5,0,0,0
31762,user_1736,2025-11-08 18:48:00,12849.665088960284,merchant_147,device_797,Hyderabad,18,0,0,0
31763,user_525,2025-03-25 17:11:00,740.2242186204288,merchant_132,device_86,Chennai,17,0,0,0
31764,user_626,2025-02-17 12:31:00,322.47118035208456,merchant_463,device_806,Mumbai,12,0,0,0
31765,user_275,2025-07-26 22:05:00,1444.7585467018034,merchant_470,device_158,Mumbai,22,0,0,0
31766,user_984,2025-05-31 17:25:00,1523.6135373354034,merchant_66,device_1061,Chennai,17,0,0,0
31767,user_1849,2025-05-13 17:39:00,1024.6718768894152,merchant_7,device_1810,Hyderabad,17,0,0,0
31768,user_1752,2025-11-28 21:34:00,3359.1842752744665,merchant_101,device_1026,Delhi,21,0,0,0
31769,user_1293,2025-02-13 01:52:00,2460.3294899108396,merchant_295,device_791,Kolkata,1,0,0,0
31770,user_1397,2025-03-24 17:23:00,843.0288333220149,merchant_400,device_1652,Bangalore,17,0,0,0
31771,user_1802,2025-05-16 14:23:00,372.6408677291602,merchant_142,device_1863,Kolkata,14,0,0,0
31772,user_1869,2025-02-24 17:43:00,379.6703385380477,merchant_283,device_723,Chennai,17,0,0,0
31773,user_456,2025-01-29 18:36:00,1232.7043439257743,merchant_277,device_611,Mumbai,18,0,0,0
31774,user_1968,2025-01-08 12:18:00,2420.5426170623455,merchant_178,device_1637,Pune,12,0,0,0
31775,user_929,2025-02-04 01:09:00,1692.3903740617577,merchant_163,device_1997,Bangalore,1,0,0,0
31776,user_892,2025-04-30 15:53:00,1104.0364474262701,merchant_311,device_2347,Mumbai,15,0,0,0
31777,user_670,2025-12-10 01:49:00,3176.0026255337593,merchant_415,device_1218,Mumbai,1,0,0,1
31778,user_1241,2025-09-15 18:05:00,1631.3441757749843,merchant_274,device_502,Hyderabad,18,0,0,0
31779,user_726,2025-02-19 01:55:00,67.10173704669178,merchant_106,device_584,Chennai,1,0,0,0
31780,user_772,2025-01-17 13:35:00,3162.8406453329208,merchant_310,device_858,Bangalore,13,0,0,0
31781,user_23,2025-06-24 21:29:00,4129.92059242098,merchant_489,device_488,Kolkata,21,0,0,0
31782,user_1349,2025-10-19 13:43:00,4177.949345814386,merchant_493,device_2243,Pune,13,0,0,0
31783,user_1125,2025-07-17 13:39:00,233.19510599730327,merchant_296,device_40,Hyderabad,13,0,0,0
31784,user_233,2025-10-14 10:11:00,1242.5016360603531,merchant_485,device_2927,Kolkata,10,0,0,0
31785,user_382,2025-02-15 18:33:00,4694.053014248581,merchant_99,device_2454,Kolkata,18,0,0,0
31786,user_972,2025-12-04 23:45:00,327.43009887519844,merchant_295,device_1958,Mumbai,23,0,0,0
31787,user_421,2025-11-17 02:59:00,235.2678234149576,merchant_237,device_1966,Bangalore,2,0,0,0
31788,user_1977,2025-05-28 04:04:00,264.0434765303117,merchant_442,device_2653,Pune,4,0,0,0
31789,user_994,2025-10-18 02:07:00,3513.0383404476984,merchant_156,device_1040,Mumbai,2,0,0,0
31790,user_1048,2025-06-06 05:09:00,1339.1279399803784,merchant_405,device_1219,Delhi,5,0,1,0
31791,user_1059,2025-06-06 23:18:00,4827.751713003343,merchant_312,device_2530,Bangalore,23,0,0,0
31792,user_575,2025-09-10 07:22:00,1647.5761113762387,merchant_277,device_2918,Mumbai,7,0,1,0
31793,user_35,2025-03-18 08:49:00,771.6318716180959,merchant_11,device_508,Mumbai,8,0,1,0
31794,user_1367,2025-05-16 06:29:00,7853.636598580622,merchant_405,device_480,Mumbai,6,0,0,0
31795,user_1594,2025-11-28 12:24:00,584.0267968162658,merchant_130,device_2350,Kolkata,12,0,0,0
31796,user_1535,2025-07-01 12:58:00,2570.733211276026,merchant_159,device_2,Kolkata,12,0,0,0
31797,user_1342,2025-03-13 21:28:00,1218.7376585452328,merchant_326,device_2052,Pune,21,0,0,1
31798,user_1067,2025-03-29 23:26:00,3879.421275074704,merchant_275,device_2272,Delhi,23,0,0,0
31799,user_1264,2025-09-06 18:42:00,691.8789835564103,merchant_115,device_1904,Chennai,18,0,0,0
31800,user_227,2025-08-11 01:42:00,510.1718683476285,merchant_150,device_2603,Hyderabad,1,0,0,0
31801,user_1909,2025-10-31 12:19:00,1230.4713475332987,merchant_78,device_1036,Mumbai,12,0,0,0
31802,user_1074,2025-12-07 04:32:00,111.66333064927328,merchant_283,device_1651,Kolkata,4,0,0,0
31803,user_533,2025-01-10 10:22:00,846.6901358898058,merchant_105,device_473,Chennai,10,0,0,0
31804,user_616,2025-07-19 13:35:00,1174.7194853879203,merchant_303,device_2358,Delhi,13,0,0,0
31805,user_1440,2025-08-12 18:19:00,1889.5133947979716,merchant_278,device_2362,Delhi,18,0,0,0
31806,user_1816,2025-03-28 02:55:00,244.5564306758193,merchant_121,device_2334,Kolkata,2,0,0,0
31807,user_1751,2025-06-26 19:03:00,3581.310646400259,merchant_305,device_2135,Pune,19,0,0,0
31808,user_1425,2025-08-05 06:57:00,806.0430465524435,merchant_470,device_745,Chennai,6,0,0,0
31809,user_1286,2025-12-02 08:52:00,368.66819099842087,merchant_367,device_1207,Mumbai,8,0,0,0
31810,user_373,2025-04-19 23:38:00,4206.740301686507,merchant_286,device_2710,Bangalore,23,0,0,0
31811,user_1723,2025-07-02 11:05:00,1406.8940009962057,merchant_403,device_975,Delhi,11,0,0,0
31812,user_264,2025-01-13 08:56:00,105.569194752269,merchant_480,device_1350,Delhi,8,0,0,0
31813,user_1158,2025-08-21 22:23:00,5267.787082850189,merchant_363,device_378,Hyderabad,22,0,0,0
31814,user_1111,2025-06-05 19:36:00,996.7127565574496,merchant_90,device_556,Pune,19,0,0,0
31815,user_1070,2025-02-28 20:58:00,2784.7426713832347,merchant_217,device_1721,Hyderabad,20,0,0,0
31816,user_1793,2025-09-25 05:15:00,1377.8727274931653,merchant_165,device_791,Delhi,5,0,0,0
31817,user_1563,2025-01-17 18:20:00,64.45263796601365,merchant_242,device_2913,Hyderabad,18,1,0,0
31818,user_1785,2025-01-27 17:26:00,767.2320197191392,merchant_54,device_2756,Mumbai,17,0,0,1
31819,user_538,2025-05-16 22:05:00,1561.741691991512,merchant_287,device_1362,Mumbai,22,1,1,0
31820,user_1876,2025-01-30 10:31:00,2032.1393898666104,merchant_330,device_1719,Chennai,10,1,0,0
31821,user_956,2025-11-30 17:53:00,1245.976973741796,merchant_122,device_2508,Chennai,17,0,0,0
31822,user_1616,2025-09-25 19:33:00,953.901233717793,merchant_350,device_2813,Hyderabad,19,0,0,0
31823,user_1027,2025-03-29 09:03:00,286.7227425437636,merchant_161,device_2088,Kolkata,9,1,0,0
31824,user_1122,2025-08-08 02:38:00,1394.658280378757,merchant_48,device_495,Chennai,2,0,0,0
31825,user_1896,2025-12-10 20:20:00,3529.4261973025723,merchant_145,device_1402,Kolkata,20,0,0,0
31826,user_1589,2025-04-21 13:14:00,150.11426977604634,merchant_333,device_721,Chennai,13,0,1,0
31827,user_621,2025-05-27 05:36:00,2563.0504240794303,merchant_52,device_1305,Chennai,5,0,0,0
31828,user_1159,2025-05-05 15:40:00,33.530472096291845,merchant_158,device_2472,Kolkata,15,0,0,0
31829,user_353,2025-03-02 13:37:00,1549.3781055412292,merchant_446,device_2645,Chennai,13,0,0,0
31830,user_502,2025-11-23 06:45:00,1057.434092475647,merchant_179,device_1352,Pune,6,1,0,0
31831,user_412,2025-01-15 08:09:00,3189.3604454130605,merchant_352,device_946,Chennai,8,0,0,0
31832,user_1257,2025-04-07 00:46:00,1012.2130501415608,merchant_278,device_1878,Mumbai,0,0,0,0
31833,user_189,2025-01-23 01:55:00,74.7377009999556,merchant_368,device_2774,Kolkata,1,0,0,0
31834,user_1564,2025-07-17 02:51:00,2243.0178753677474,merchant_26,device_572,Kolkata,2,0,0,0
31835,user_1716,2025-06-11 21:39:00,3037.5922762362843,merchant_199,device_1073,Hyderabad,21,1,0,0
31836,user_1071,2025-04-21 09:15:00,1227.298936684692,merchant_274,device_2868,Kolkata,9,0,0,0
31837,user_1708,2025-03-13 03:57:00,775.3790307432056,merchant_468,device_292,Hyderabad,3,0,0,0
31838,user_1528,2025-04-27 06:41:00,2803.317093383066,merchant_109,device_615,Chennai,6,0,0,0
31839,user_600,2025-06-24 11:59:00,3392.0384442212726,merchant_181,device_2986,Mumbai,11,0,0,0
31840,user_123,2025-01-21 19:46:00,559.9131200959071,merchant_152,device_295,Pune,19,0,0,0
31841,user_658,2025-08-12 06:09:00,1247.7488344102132,merchant_322,device_623,Mumbai,6,0,0,0
31842,user_1950,2025-01-09 00:22:00,235.80762220934065,merchant_244,device_2110,Delhi,0,0,0,0
31843,user_527,2025-02-02 02:10:00,16.3011309088375,merchant_324,device_959,Bangalore,2,0,0,0
31844,user_613,2025-07-30 14:31:00,946.8938316775975,merchant_426,device_1095,Bangalore,14,0,0,0
31845,user_499,2025-07-02 13:41:00,742.9575938891448,merchant_227,device_460,Bangalore,13,0,1,0
31846,user_558,2025-01-07 18:20:00,557.608185443821,merchant_56,device_1970,Kolkata,18,0,0,0
31847,user_1662,2025-04-22 16:32:00,4650.976682858546,merchant_474,device_2935,Mumbai,16,0,0,0
31848,user_87,2025-04-11 06:30:00,699.0452988823248,merchant_458,device_1059,Bangalore,6,0,0,0
31849,user_1575,2025-10-12 16:33:00,1217.3274273696045,merchant_428,device_642,Mumbai,16,0,0,0
31850,user_926,2025-11-08 23:32:00,2237.932622369595,merchant_329,device_126,Mumbai,23,0,0,0
31851,user_1988,2025-06-30 07:54:00,877.3253587140237,merchant_216,device_952,Hyderabad,7,0,0,0
31852,user_1940,2025-11-19 20:30:00,3122.8767812124884,merchant_420,device_2107,Mumbai,20,1,0,0
31853,user_189,2025-05-11 17:51:00,659.9526228066479,merchant_426,device_1176,Mumbai,17,0,0,0
31854,user_1761,2025-09-28 20:57:00,375.9421975657153,merchant_257,device_0,Chennai,20,0,0,0
31855,user_1422,2025-02-06 10:37:00,792.0234206585912,merchant_218,device_1233,Kolkata,10,0,0,0
31856,user_1196,2025-08-26 16:24:00,3259.6434159284145,merchant_92,device_259,Pune,16,0,0,0
31857,user_1127,2025-04-08 01:53:00,401.666449560657,merchant_184,device_145,Chennai,1,0,0,0
31858,user_667,2025-03-03 16:19:00,771.4736719299859,merchant_332,device_659,Bangalore,16,0,0,0
31859,user_1077,2025-04-06 21:17:00,2138.9947487784243,merchant_221,device_2723,Kolkata,21,0,0,0
31860,user_893,2025-03-27 10:26:00,3320.6295312639672,merchant_403,device_2559,Bangalore,10,0,0,0
31861,user_1548,2025-05-29 17:28:00,807.3786092398501,merchant_332,device_2942,Chennai,17,0,0,0
31862,user_322,2025-08-21 05:52:00,3207.3884632352942,merchant_178,device_104,Kolkata,5,1,0,0
31863,user_1802,2025-03-28 11:28:00,464.6780541665539,merchant_48,device_1267,Chennai,11,0,0,0
31864,user_1429,2025-10-03 00:58:00,153.63904009912753,merchant_257,device_2117,Hyderabad,0,0,0,0
31865,user_1197,2025-11-15 10:15:00,264.932272789204,merchant_403,device_1869,Pune,10,0,0,0
31866,user_1717,2025-07-02 02:25:00,172.73230675624296,merchant_382,device_1084,Pune,2,0,0,0
31867,user_482,2025-09-29 00:39:00,743.1181593936949,merchant_384,device_2075,Chennai,0,0,0,0
31868,user_325,2025-11-01 23:47:00,1290.7957285131972,merchant_391,device_2319,Chennai,23,0,0,0
31869,user_1343,2025-01-15 18:28:00,1914.4311045461534,merchant_331,device_855,Kolkata,18,0,0,0
31870,user_794,2025-08-08 12:57:00,1909.7208909278506,merchant_386,device_2099,Mumbai,12,0,0,0
31871,user_1551,2025-08-26 15:29:00,6215.457817814497,merchant_207,device_434,Kolkata,15,0,0,0
31872,user_1914,2025-08-29 08:01:00,317.5691923485081,merchant_350,device_1337,Bangalore,8,0,0,0
31873,user_1199,2025-06-08 12:04:00,6853.1095122538445,merchant_348,device_2831,Bangalore,12,0,0,0
31874,user_1263,2025-09-28 03:38:00,176.0237415790427,merchant_39,device_461,Chennai,3,0,0,0
31875,user_979,2025-06-03 08:01:00,677.7881844092534,merchant_81,device_273,Bangalore,8,0,1,0
31876,user_1938,2025-11-19 02:04:00,3829.31543664563,merchant_384,device_1216,Bangalore,2,0,0,0
31877,user_1943,2025-01-29 06:07:00,11234.693102253177,merchant_337,device_1642,Delhi,6,0,0,0
31878,user_1107,2025-02-22 06:58:00,5030.652418660921,merchant_115,device_1552,Bangalore,6,0,0,0
31879,user_415,2025-03-02 21:00:00,591.5328310290686,merchant_307,device_2022,Delhi,21,0,1,0
31880,user_1428,2025-03-29 09:23:00,180.28187086021742,merchant_236,device_2163,Kolkata,9,0,0,0
31881,user_13,2025-03-06 22:36:00,7196.98039785669,merchant_29,device_2376,Bangalore,22,0,0,0
31882,user_1580,2025-08-07 00:08:00,3952.4188679138833,merchant_433,device_1228,Delhi,0,0,0,0
31883,user_1067,2025-04-07 04:26:00,2270.739400333057,merchant_256,device_1529,Bangalore,4,0,0,0
31884,user_1388,2025-02-27 16:06:00,2237.567839609812,merchant_108,device_1575,Bangalore,16,0,0,0
31885,user_915,2025-06-21 04:55:00,732.7338227986164,merchant_402,device_1920,Delhi,4,0,0,1
31886,user_30,2025-06-03 03:25:00,977.3414866505702,merchant_429,device_2518,Delhi,3,0,0,0
31887,user_459,2025-08-23 04:58:00,648.9959160667214,merchant_36,device_66,Kolkata,4,0,0,0
31888,user_1629,2025-09-17 06:18:00,1647.249365959676,merchant_327,device_1150,Hyderabad,6,0,0,0
31889,user_1246,2025-08-08 09:48:00,1116.6676917616467,merchant_241,device_762,Delhi,9,0,0,0
31890,user_1779,2025-07-25 04:50:00,1812.4149288903998,merchant_461,device_2659,Delhi,4,1,0,0
31891,user_1227,2025-02-25 16:58:00,2529.8999079972723,merchant_116,device_963,Bangalore,16,0,0,0
31892,user_641,2025-07-07 21:30:00,3424.707975438711,merchant_105,device_617,Chennai,21,0,0,0
31893,user_234,2025-06-11 05:33:00,526.7315849962206,merchant_206,device_2539,Hyderabad,5,0,0,0
31894,user_94,2025-01-03 02:50:00,4937.621237491123,merchant_138,device_1314,Pune,2,0,0,0
31895,user_496,2025-07-11 03:53:00,2591.1280494377584,merchant_0,device_1469,Hyderabad,3,0,0,0
31896,user_1988,2025-01-28 11:54:00,3249.985195149531,merchant_356,device_1820,Bangalore,11,0,0,0
31897,user_595,2025-09-26 23:45:00,420.5338787753605,merchant_19,device_2927,Kolkata,23,0,0,0
31898,user_1239,2025-07-18 11:10:00,450.0112035468946,merchant_182,device_2177,Pune,11,0,0,0
31899,user_1877,2025-05-08 16:41:00,415.2807502372132,merchant_486,device_2862,Mumbai,16,0,0,0
31900,user_1163,2025-06-16 11:49:00,1878.054521749526,merchant_306,device_1276,Delhi,11,0,0,0
31901,user_1512,2025-04-01 22:59:00,2693.635089856098,merchant_397,device_1810,Pune,22,0,0,0
31902,user_1155,2025-08-25 23:35:00,3198.7216635888753,merchant_491,device_2839,Chennai,23,0,0,0
31903,user_1648,2025-10-07 06:23:00,364.97395226364813,merchant_396,device_2023,Bangalore,6,0,0,0
31904,user_1014,2025-01-22 01:00:00,1878.5319827288372,merchant_141,device_1828,Chennai,1,0,0,1
31905,user_1880,2025-09-12 00:27:00,1289.5045052634348,merchant_27,device_156,Delhi,0,0,0,0
31906,user_181,2025-04-16 00:27:00,2644.975416879083,merchant_173,device_2418,Delhi,0,0,0,0
31907,user_1488,2025-10-08 06:17:00,442.00195086849277,merchant_183,device_2558,Bangalore,6,0,0,0
31908,user_1807,2025-07-11 06:39:00,2162.5997721866884,merchant_147,device_45,Chennai,6,0,0,0
31909,user_1489,2025-11-01 23:09:00,111.400338709783,merchant_134,device_2121,Mumbai,23,0,0,0
31910,user_533,2025-06-02 01:01:00,3705.2317583017566,merchant_481,device_1209,Hyderabad,1,0,0,0
31911,user_1065,2025-01-24 18:48:00,1968.466028198194,merchant_129,device_49,Delhi,18,0,0,0
31912,user_369,2025-11-28 11:58:00,911.7172339815071,merchant_392,device_2211,Mumbai,11,0,0,0
31913,user_767,2025-05-28 18:32:00,2178.4883724675838,merchant_481,device_2343,Kolkata,18,0,0,0
31914,user_1886,2025-01-19 13:49:00,6672.384909842706,merchant_228,device_182,Hyderabad,13,0,0,0
31915,user_1132,2025-08-17 09:03:00,6582.730422069118,merchant_376,device_1652,Delhi,9,0,0,0
31916,user_1176,2025-04-03 07:46:00,474.0805817115037,merchant_278,device_2540,Kolkata,7,0,0,0
31917,user_518,2025-08-29 15:06:00,268.1300209081884,merchant_274,device_1897,Pune,15,0,0,0
